ID;HOME UNIVERSITY;COUNTRY;UNIVERSITY OF OUTGOING MOBILITY;ERASMUS ID CODE;CONTACT;FIELD OF STUDY;BACHELOR PROGRAM;MASTER PROGRAM;PhD;NUMBER OF STUDENTS;MOBILITY DURATION;WINTER DEADLINE;SUMMER DEADLINE
559;SOSS;HUNGARY;Hungarian University of Agriculture and Life Sciences_ MATE_ former Kaposvar University;HU KAPOSVAR01;Milkovics.Milan@uni-mate.hu;041 Business Administration, Finance and Accounting;yes;yes;no;2;10;30 June;31 October
560;SOSS;MACEDONIA;European University-Republic of Macedonia;MK SKOPJE05;verica.najdovska@eurm.edu.mk;"041 Business Administration; 061 Information Technologies";yes;yes;no;2;10;1 June;01 November
561;SOSS;NETHERLANDS;Fontys International Business school;NL EINDHOV03;l.huskes@fontys.nl;041 Business and Administration;yes;yes;no;2;10;15 May;15 November
562;SOSS;NETHERLANDS;Saxion University of Applied Sciences;NL ENSCHED03;s.a.dejager@saxion.nl;041 Business and Administration;yes;no;no;4;20 (4x5);1 June;1 December
563;SOSS;NETHERLANDS;Windesheim University of Applied Sciences;NL ZWOLLE05;check on the homepage;071 Engineering and engineering trades;yes;no;no;2;10 (2x5);1 June;01 November
564;SOSS;NETHERLANDS;Avans University of Applied Sciences_( vidi FESB);NL BREDA01;internationaloffice@avans.nl;"04 Business, administration and law; 06 Information and Communication Technologies (ICTs)";yes;no;no;3;3x5 (15);15 May;15 November
565;SOSS;GERMANY;Nuertingen Geislingen University;D NURTING01;"Jutta.Schnell@hfwu.de; martina.hart@hfwu.de";"041 Business and Administration; 0311 Economics";yes;yes;no;2;10;1 June;01 November
566;SOSS;GERMANY;University of Applied Sciences Nordhausen;D NORDHAU01;"; international@hs-nordhausen.de";"34 Business Studies; 5 Engineering";yes;no;no;1;5;15 June;15 January
567;SOSS;GERMANY;Rheinische Fachhuchschule Koln_University of Applied Sciences;D KOLN07;cschoenefeld@rfh-koeln.de;"0710 Engineering and engineering trades; 0311 Economics";yes;yes;no;2;10 (2x5);15 June;15 November
568;SOSS;GERMANY;Hochschule Coburg;D COBURG01;annette.stegemann@hs-coburg.de;"0710 Engineering and engineering trades; 0610 Information and Communication Technologies; 0311 Economics; 0410 Business and Administration";yes;yes;no;2;10 (2x5);15 June;15 November
569;SOSS;GERMANY;Duale Hochschule Baden-Wurttemberg Karlsruhe Baden-Wuerttemberg Cooperative State University;D KARLSRU07;"alexandra.braswell@dhbw-karlsruhe.de; dreischer@dhbw-karlsruhe.de";"340 Business and Administration; 481 Computer Science; 520 Engineering";yes;no;no;2;10;31 May;30 November
570;SOSS;GERMANY;Rosenheim University of Applied Sciences;D ROSENHE01;check on the homepage;071 Engineering and engineering trades;yes;yes;no;2;10 (2x5);1 June;1 December
571;SOSS;GERMANY;Rosenheim University of Applied Sciences;D ROSENHE01;check on the homepage;"0413 Management and administration; 0710 Engineering and engineering trades";yes;no;no;"0413-4 students; 0710-2";"0413 -24 months (4x6 months); 0710- 12 months (2x6 months)";1 June;1 December
572;SOSS;GERMANY;Hochschule Kaiserlautern_University of Applied Sciences;D KAISERS02;"yesniela.fleuren@hs-kl.de; internatioanal@hs-kl.de";"071 Engineering, Manufacturing and Construction; 061 Information and Communication Technologies";yes;yes;no;3;18 (3x6);15 June;10 December
573;SOSS;GERMANY;Hochschule Kaiserlautern_University of Applied Sciences;D KAISERS02;Beatrice.Melendez@hs-kl.de;041 Business and Administration;yes;yes;no;1st= 3;18 (3x6);15 June;10 December
574;SOSS;GERMANY;Kempten University of Applied Sciences;D KEMPTEN01;bernd.holzhauser@hs-kempten.de;0410 Business and Administration (incl. Tourism and Social Welfare Management);yes;yes;no;2;10(2x5);31 May;15 November
575;SOSS;GERMANY;University of Applied Sciences;D FULDA01;maria.campuzano@verw.hs-fulyes.de;041 Business and Administraton;yes;yes;no;3;15 (3x5);1 June;1 December
576;SOSS;GERMANY;Hochschule Bonn-Rhein-Sieg, University of Applied Sciences;D ST-AUGU02;"International Office: Christina Holthaus; christina.holthaus@h-brs.de; Department of Management Sciences, Campus Rheinbach, Stefanie Dr�gg; stefanie.druegg@h-brs.de: Department of Management Sciences, Campus Sankt Augustin, Sonja Atai: sonja.atai@h-brs.de; vera.schneider@h-brs.de ";0410 Business Administration;yes;yes;no;5;25;Application to: welcome.centre@h-brs.de Deadline: 15 May;Application to: welcome.centre@h-brs.de Deadline: 15 October
577;SOSS;GERMANY;Hochschule Bonn-Rhein-Sieg, University of Applied Sciences;D ST-AUGU02;check on the homepage;"0610 Information and Communication Technologies (ICTs); 0712 Environmental protection technology; 0713 Electricity and energy; 0714 Electronics and automation; 0715 Mecahnics and metal trades; 0716 Motor vehicles, ships and aircraft; 072 Manufacturing and processing";yes;yes;yes;2;10(2x5);check on the homepage;check on the homepage
578;SOSS;GERMANY;Hochschule Bonn-Rhein-Sieg, University of Applied Sciences;D ST-AUGU02;incoming students;0610 Information and Communication Technologies;yes;yes;yes;6;(6x5);check on the homepage;check on the homepage
579;SOSS;POLAND;Universitat Passau;D PASSAU01;check on the homepage;0410 Business and administration;yes;yes;no;2;10(2x5);check on the homepage;check on the homepage
580;SOSS;POLAND;Nicolaus Copernicus University;PL TORUN01;ewader@umk.pl;481 Computer Science;yes;yes;no;check on the homepage;10;1 June;01 November
581;SOSS;POLAND;The State School of Higher Professional Education in Konin_ AKADEMIA NAUK STOSOWANYCH W KONINIE (ANS w Koninie);PL KONIN02;"patrycja.herman@konin.edu.pl; bozena.miastkowska@konin.edu.pl";"0311 Economics; 041 Business and administration; 07 Engineering, manufacturing and construction";yes;yes;no;3;15 (3x5);30 June;30 November
582;SOSS;POLAND;Nowy-Sacz School of Business-National Louis University;PL NOWY-SA01;erasmus.office@wsb-nlu.edu.pl;0410 Business and Administzration;yes;yes;no;3;5;15 July;30 November
583;SOSS;POLAND;Polish Naval Academy;PL GDYNIA03;mo.wysocka@amw.gdynia.pl;"061 ICT; 071 Engineering and engineering trades";yes;yes;no;3;15;30 June;30 November
584;SOSS;POLAND;The Mazovian Academy in Plock*;PL PLOCK02;erasmus@pwszplock.pl;041 Business Administration, 061 Information Technologies;yes;yes;no;3;15;31 May;10 December
585;SOSS;POLAND;Rzeszow University of Technology;PL RZESZOW01;jruszel@prz.edu.pl;"0311 Economics; 071 Engineering and engineering trades; 061 ICTs";yes;yes;yes;2;10;1 June;31 October
586;SOSS;POLAND;Bronislaw Markiewicz State Higher School of Technology and Economics in Jaroslaw (PWSTE in Jaroslaw);PL JAROSLA02;check on the homepage;"041 Business and Administration; 061 Information and Communication Technologies";yes;yes;no;"041- 3 students ( 5 months each); 061 - 3 students (5 months each)";check on the homepage;15 June;15 December
587;SOSS;POLAND;Spoleczna Akademia Nauk- University of Social Sciences;Pl LODZ09;check on the homepage;"0410 Business and Administration; 1015 Travel, Tourism and Leisure";yes;yes;no;4x12 za Business and Administration, a 3x6 za Travel, Tourism and Leisure;check on the homepage;30 April;30 October
588;SOSS;PORTUGAL;State University of Applied Sciences in Nowy Sacz;PL NOWYSA 02;briw@pwsz-ns.edu.pl;"0311 Economics; 0410 Business and Administration";yes;yes;no;10 (2x5);check on the homepage;1 June;1 December
589;SOSS;PORTUGAL;Estoril Higher Institute for Tourism and Hotel Studies;P ESTORIL01;"internacional@eshte.pt;; teresa.oliveira@eshte.pt; ricardo.dias@eshte.pt";"0413 Business and Administration; 1013 Hotel, restaurants and catering; 1015 Travel,tourism and leisure";yes;yes;no;10;50 (10x5);June;November
590;SOSS;PORTUGAL;ISAG_Higher Education Institute of Administration and Management;P PORTO16;iro@isag.pt;041 Business and Administration;yes;yes;no;3;27 (3x9);15 August;31 December
591;SOSS;PORTUGAL;Polytechnic Institute of Braganca;P BRAGANC01;sylwia@ipb.pt;061 Information and Communication Technologies;yes;yes;no;3;15;15 July;15 December
592;SOSS;PORTUGAL;ISLA-Higher Institute of Management and Administation;P SANTARE06;filipa.martinho@islasantarem.pt;"041 Business and Administration; 061 Computer Science; 1015 Travel, Tourism and Leisure";yes;no;no;3;15(3x5);February 28;Sep.30
593;SOSS;PORTUGAL;Instituto politecnico do Porto;P PORTO05;"gri2@iscap.ipp.pt; gri@ese.ipp.pt";1015 Travel, tourism and leisure;yes;yes;no;4;20;1 June;01 November
594;SOSS;PORTUGAL;Instituto Politecnico de Coimbra;P COIMBRA02;dga.sri@ipc.pt;"041 Business Administration; 071 Engineering and engineering trades";yes;yes;no;2;10;31 May;30 November
595;SOSS;ROMANIA;ISLA-IPGT Instituto Politecnico de Gestao e Tecnologia;P VILANOV01;check on the homepage;"041 Business and Administration; 061 Information and Communication Technologies";yes;yes;no;3;5 months each;31 July;31 January
596;SOSS;ROMANIA;Alexandru Ioan Cuza University of Iasi;RO IASI02;carmen.pintilescu@uaic.ro;340 Economics and Business Administration;yes;yes;no;2;10;01 August;1 December
597;SOSS;ROMANIA;Romanian American University;RO BUCURES18;erasmus@student.rau.ro;"041(340) Business and Administration; 061(481) Information and Communication Technologies (ICTs)";yes;yes;no;3;15 (3x5);15 July;15 December
598;SOSS;ROMANIA;George Bacovia University in Bacau;RO BACAU02;"nicoletabotez@yahoo.com; nicoleta.botez@ugb.ro";"041 Business and Administration; 0411 Accounting and taxation; 0610 Information and Communication Technologies (ICTs), not further defined; 0311 Economics";yes;yes;no;2;10 (2x5);30 June;30 November
599;SOSS;SLOVAKIA;University of Iasi;RO IASI02;"erasmus@uaic.ro; alexandra.teodorescu@uaic.ro";061 Information and Communication Technologies;yes;yes;yes;2;10(2x5);01 August;1 December
600;SOSS;SLOVENIA;University of Zilina Faculty of Mechanical Engineering;SK ZILINA01;peter.fabian@rekt.uniza.sk;0715 Mechanical Engineering;yes;yes;no;2;10 (2x5) ;15 June;30 November
601;SOSS;SLOVENIA;Solski center Slovenj Gradec;SI SLOVENJ01;lidija.ajtnik@sc-sg.si;"041 Business and administration; 0311 Economics; 061 Information and Communication Technologies";yes;yes;no;3;5;check on the homepage;check on the homepage
602;SOSS;SERBIA;University of Ljubljana Faculty of Computer and Information Science;SI LJUBLJA01;katja.cerjak@uni-lj.si;061 Information and Communication Technologies;yes;yes;no;2;10 (2x5) ;15 May;15 November
603;SOSS;SERBIA;University of Belgrade;RS BELGRAD02;check on the homepage;071 Engineering and engineering trades;yes;yes;yes;on request;on request;1 May;31 October
604;SOSS;SPAIN;Akademija strukovnih studija Beograd, Odsek Visoka turisticka skola, Academy of Applied Studies Belgrade, The College of Tourism;RS BELGRAD20;check on the homepage;"041 Business and administration; 1013 Hotel, restaurant and catering; 1015 Travel, tourism and leisure";yes;yes;no;3;5 months each;15 June;15 November
605;SOSS;SPAIN;Floriyes Centre de Formacio, CV-FLORIDA UNIVERSITARIA;E VALENCI16;imora@floriyes-uni.es;"041 Business Administration; 071 Engineering and engineering trades";yes;yes;no;6;30;15 May;31 October
606;SOSS;SPAIN;Universiyesd de Zaragoza;E ZARAGOZ01;relint@unizar.es;523 Electronic Engineering, Telecommunications;yes;yes;no;2;10;1 July;28 November
607;SOSS;SPAIN;Universitat Ramon Llull- La Salle Campus Barcelona;E BARCELO 16;"Institutional Coordinator: Anna Viyesl Ganuza; email: anna.viyesl@salle.url.edu; Specific Agreements: Ramata Bah Bah; email: students-office@salle.url.edu";"0710 Computer Eingineering; 0610 ICT; 0410 Business";yes;no;no;2;2x10;30 September;30 October
608;SOSS;TURKEY;Universitat Autonoma de Barcelona;E BARCELO02;erasmus@uab.cat;1015 Tourism;yes;no;no;2;5;1 March-15 May;1 October-15 November
609;SOSS;TURKEY;Istanbul Arel University;TR ISTANBU29;international@arel.edu.tr;041 Business Administration;yes;yes;no;4;20;15 August;30 January
610;SOSS;TURKEY;Okan Universitesi;TR ISTANBU22;serpil.arisoy@okan.edu.tr;"041 Business Studies (broad prog); 0713 Electric eng; 0714 electronics";no;no;no;"2 x 10; 2 x 10; 2 x 10";60;1 July;1 December
611;SOSS;TURKEY;Balikesir University;TR BALIKES01;seyessen007@yahoo.com;"0412 Finance, Banking and insurance; 1015 Travel, Tourism and leisure; 0410 Business and administration";yes;no;no;2;5;check on the homepage;check on the homepage
612;SOSS;TURKEY;Istanbul Health and Technology University (ISTUN);E 10284888;"erasmus@istun.edu.tr; tuba.aktas@istun.edu.tr";"041 Business Administration; 0715 Mechanical Engineering; 0611 Computer Engineering";yes;yes;no;3;5;10 August;10 January
613;SOSS;TURKEY;Ankara Yildirim Beyazit University;TR ANKARA15;"international@ybu.edu.tr; erasmus@ybu.edu.tr";"041 Business, trade and administration; 0311 Economics, 0412 Banking, finance and insurance; 061 Information and Communication Technologies; 0715 Mechanics and metal trades; 0714 Electronics and automation ";yes;no;no;3;5;15 September;15 January
614;SOSS;TURKEY;Antalya Bilim University;TR ANTALYA02;yagmur.kaya@antalya.edu.tr;"0311 Econbomics; 1015 Tourism Management";yes;no;no;2;2x5;10 August;check on the homepage
615;MARITIME;BULGARIA;"Naval Academy ""Nikola Yonkov Vaptsarov""";BG VARNA05;"n.velikov@nvna.eu; erasmus.vvmu@gmail.com";"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering; Manufacturing and Construction; 1048 IDP&Q involving Transport Service; 0413 IDP&Q involving BManagement and Administration";yes;yes;yes;6;30 (6x5);15 September;15 February
616;MARITIME;CZECH REPUBLIC;University of West Bohemia;CZ PLZEN01;"ovsjan@rek.zcu.cz; mundil@rek.zcu.cz";"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering, Manufacturing and Construction; 1048 IDP&Q involving Transport Service; 0488 IDP&Q involving Business and Administration";yes;yes;yes;2;5;15 May;30 November
617;MARITIME;FINLAND;Novia University of Applied Sciences;SF VAASA13;Camilla.punyesrs.mitts@novia.fi;0710 Engineering and engineering trades;yes;no;no;1;5;1 May;01 November
618;MARITIME;FINLAND;Satakunta University of Applied Sciences;SF PORI08;satu.schrey@samk.fi;"1041 Transport Services (including Nautical Scineces, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering, Manufacturing and Construction; 1048 IDP&Q involving Transport services; 0488 IDP&Q involving Business and Administration";yes;no;no;2;5;15 May;15 November
619;MARITIME;LATVIA;Latvian Maritime University;LV RIGA12;"info@latja.lv; vija.kasakovska@latja.lv";"1041 Transport Services;0716 Motor vehicles, ships & aircraft";yes;yes;yes;2;10;1 June;01 November
620;MARITIME;LITHUANIA;Lithuanian Maritime Academy;LT KLAIPED06;"s.briediene@lajm.lt; t.lysenko@lajm.lt";"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering, Manufacturing and Construction; 1048 IDP&Q involving Transport Service; 0488 IDP&Q involving Business and Administration";yes;no;no;2;2x4months;30June;1 December
621;MARITIME;NORWAY;USN University of South-Eastern Norway, Universitetet Norge;N KONGSBE02;thor.e.eide@hbv.no;"0488 Interdisciplinary programmes and qualifications involving bussines and administration; 0713 Motor vessels Ships and crafts; 0716 Electricity and energy; 1041 Transport services; 1048 Interdisciplinary programmes and qualifications involving transport services; 0710 Engineering and engineering trades";yes;yes;yes;2;10 (2x5);15 April;15 October
622;MARITIME;GERMANY;Hochschule Bremen - University of Applied Sciences;D BREMEN04;"erasmus@hs-bremen.de; international-office@hs-bremen.de";"02.6 Transport and Traffic Studies; 04.2 Business Studies with Technology; 06.0 Engineering, Technology; 16.4 Nautical Science, Navigation ";yes;yes;yes;2;10 (2x5);1 June;15 January
623;MARITIME;GERMANY;Hochschule Wismar;D WISMAR01;korinna.stubbe@hs-wismar.de;"0488 Interdisciplinary programmes and qualifications involving bussines and administration; 0713 Motor vessels Ships and crafts; 0716 Electricity and energy; 1041 Transport services; 1048 Interdisciplinary programmes and qualifications involving transport services";yes;yes;yes;2;10;End of June;End of November
624;MARITIME;POLAND;Akademia Morska w Gdynino Gdynia Maritime University;PL GDYNIA01;pror.w@umg.edu.pl;"1041 Transport services; 071 Engineering and engineering trades";yes;yes;no;2;10;15 June;30 November
625;MARITIME;POLAND;Polish Naval Academy;PL GYDNIA03;c.dyrcz@amw.gdynia.pl;"06.0 Engineering Technology; 16.4 Nautical Science, Navigation";yes;yes;yes;4;20 (4x5);30 June;30 November
626;MARITIME;POLAND;University of Gyesnsk Faculty of Economics Institute of Oceanography;PL GDANSK01;bwzs@ug.edu.pl;"314 Economics; 4433 Enviromental Sciences";yes;yes;no;2;10;31 May;30 November
627;MARITIME;POLAND;Maritime University of Szczecin;PL SZCZECI01;check on the homepage;"525 Motor vehicles, ships and crafts; 1041 Transport Services";yes;yes;no;2;10;31 May;15 November
628;MARITIME;POLAND;Maritime University of Szczecin;PL SZCZECI03;erasmus@am.szczecin.pl;525 Motor vehicles, ships and crafts;yes;yes;no;4;40;31 May;15 November
629;MARITIME;POLAND;Maritime University of Szczecin;PL SZCZECI03;check on the homepage;1041 Transport Services;yes;yes;no;8;80;check on the homepage;check on the homepage
630;MARITIME;POLAND;Politechnika Gyesnska, Gyesnsk University of Technology, Gyesnsk Tech;PL GDANSK02;check on the homepage;071 Engineering and engineering trades;yes;yes;no;2;5;30 June;15 December
631;MARITIME;PORTUGAL;Instituto Superior Tecnico, Universiyesde de Lisboa;P LISBOA 109;erasmus@tecnico.ulisboa.pt;0716 Motor vehicles, ships and crafts;no;yes;no;2;10 (2x5);15 June;16 November
632;MARITIME;ROMANIA;Mircea Cel Batran Naval Academy_ (MBNA);RO CONSTAN01;"erasmus@anmb.ro; international@anmb.ro";"1041 Transport services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Transport Services; 0488 IDP&Q involving Business and Administration; 1048 IDP&Q involving Transport Service";yes;no;no;2;10 (2x5);1 June;01 November
633;MARITIME;SLOVAKIA;University of Zilina Faculty of Operation and Economics of Transport and Communication;SK ZILINA01;�jarmila.cervena@uniza.sk;104 Transport and Traffic Studies;yes;yes;yes;3;18 (3x6);15 June;30 November
634;MARITIME;SLOVENIA;University of Ljubljana Faculty of Maritime Studies and Transport Portoro�;SI LJUBLJA01;check on the homepage;"02.6 Transport and Traffic Studies; 04.2 Business Studies with Technology; 06.0 Engineering, Technology; 16.4 Nautical Science, Navigation ";yes;yes;yes;4;20 (4x5);15 May;15 November
635;MARITIME;SLOVENIA;Prometna Sola Maribor Visja prometna sola Vocational College of Traffic and Transport;SI MARIBOR08;ziva.trstenjak@vpsmb.net;"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering, Manufacturing and Construction; 1048 IDP&Q involving Transport Services; 0488 IDP&Q involving Business and Administratio";yes;yes;yes;2;10 (2x5);check on the homepage;30 August
636;MARITIME;SLOVENIA;Faculty of Industrial Engineering, Novo Mesto;SI NOVO-ME11;janja.sasek@fini-unm.si;"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering, Manufacturing and Construction; 1048 IDP&Q involving Transport Services; 0488 IDP&Q involving Business and Administration";yes;yes;yes;2;"10 (2x5); 6 (2x3)";10th May;10th November
637;MARITIME;SERBIA;University of Belgrade;RS BELGRADE02;check on the homepage;"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering, Manufacturing and Construction; 1048 IDP&Q involving Transport Services; 0488 IDP&Q involving Business and Administration";yes;yes;yes;on request;on request;1 May;31 October
638;MARITIME;SPAIN;Universiyesd Politecnica de Madrid;E MADRID05;international.europe@upm.es;"1041 Transport Services (including Nautical Science, Navigation); 071 Engineering and engineering trades";yes;yes;yes;2;10;30 April-10 June;15 November-1 December
639;MARITIME;SPAIN;University of A Coruna;E-LACORU01;erasmus@udc.es;"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts";yes;yes;yes;2;10 (2x5);15 June;15 Nov
640;MARITIME;SPAIN;Universiyesd de La Laguna;E TENERIF01;orincom@ull.edu.es;"840 Transport srevices; 521 Mechanics and metalwork; 523 Electronics and automation";yes;no;no;2;2x5 months;check on the homepage;check on the homepage
641;MARITIME;SPAIN;Universiyesd del Pais Vascono Euskal Herriko Unibertsitatea; E BILBAO01;agreements.international@ehu.es;"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering, Manufacturing and Construction; 1048 IDP&Q involving Transport Services; 0488 IDP&Q involving Business and Administration";no;yes;no;2;10;31 May;31 October
642;MARITIME;SPAIN;Universiyesd de Las Palmas de Gran Canaria;E LAS-PAL01;"d.moviliyesd@ulpgc.es; relint@ulpgc.es";"0716 Motor vehicles, ships and aircraft; 0714 Electronics and automation; 061 Information and Communication Technologies";yes;yes;no;"0716 -4; 0714 -2; 061 -4";"0716 -10 0714-5; 061-5";18 June;23 December
643;MARITIME;TURKEY;Istanbul Technical University - Maritime Faculty;TR ISTANBU04;erasmus@itu.edu.tr;"06.0 Engineering, Technology; 16.4 Nautical Science, Navigation; 840 Transport services";yes;no;no;3;15 (3x5);June;October
644;MARITIME;TURKEY;Yildiz Techical University;TR ISTANBUO7;check on the homepage;"525 Engineering, Technology; 0716 Motor vehicles, ships and aircraft";yes;yes;no;5;25 3 (3x5)+2 (2x5);15 July;15 December
645;MARITIME;TURKEY;Yildiz Techical University;TR ISTANBUO7;erasmus@yildiz.edu.tr;"525 Engineering, Technology; 0716 Motor vehicles, ships and aircraft";yes;yes;no;5;25 3 (3x5)+2 (2x5);15 July;15 December
646;MARITIME;TURKEY;Yildiz Techical University;TR ISTANBU07;"erasmus@yildiz.edu.tr; bilateralagreements@yildiz.edu.tr";716 Marine Engineering;yes;no;no;3;15 (3x5);15 July;15 December
647;MARITIME;TURKEY;Karadeniz Technical University;TR TRABZON01;"onuraydin@ktu.edu.tr; cigdemhusem@ktu.edu.tr";"1041 Transport Services (including Nautical Science, Navigation); 0716 Motor vehicles, ships and crafts; 0788 IDP&Q involving Engineering; Manufacturing and Construction; 1048 IDP&Q involving Transport Service; 0488 IDP&Q involving Business and Administration";yes;yes;yes;2;10 (2x5);1 June;1 December
648;MARITIME;TURKEY;Marmara University;TR ISTANBU05;erasmus@marmara.edu.tr;"0488 IDP&Q involving Business and Administration; 04.X Business Studies ( All included)";yes;yes;yes;5;25;31 May;31 October
649;MARITIME;TURKEY;Istanbul University-Cerrahpa?a;TR ISTANBU64;erasmus.iuc@istanbul.edu.tr;"02.6 Transport and Traffic Studies; 04.2 Business Studies with Technology; 06.0 Engineering, Technology; 16.4Nautical Science, Navigation";yes;yes;yes;5;25 (5x5);15 June;15 Nov
